subfamily	tribe	genus	species	subspecies	status	senior synonym	fossil
Myrmicinae	Solenopsidini	Carebara	curvispina		valid		
Myrmicinae	Solenopsidini	Carebara	debilis		valid		
Myrmicinae	Solenopsidini	Carebara	deponens		valid		
Myrmicinae	Solenopsidini	Carebara	diabola		valid		
Myrmicinae	Solenopsidini	Carebara	diabolica		valid		
Myrmicinae	Solenopsidini	Carebara	distincta		valid		
Myrmicinae	Solenopsidini	Carebara	donisthorpei		valid		
Myrmicinae	Solenopsidini	Carebara	dux		synonym		
Myrmicinae	Solenopsidini	Carebara	eidmanni		homonym		
Myrmicinae	Solenopsidini	Carebara	eidmanni		synonym		
Myrmicinae	Solenopsidini	Carebara	elmenteitae		valid		
Myrmicinae	Solenopsidini	Carebara	elongata		valid		
Myrmicinae	Solenopsidini	Carebara	erythraea		valid		
Myrmicinae	Solenopsidini	Carebara	escherichi		valid		
Myrmicinae	Solenopsidini	Carebara	frontalis		valid		
Myrmicinae	Solenopsidini	Carebara	globularia		valid		
Myrmicinae	Solenopsidini	Carebara	grandidieri		valid		
Myrmicinae	Solenopsidini	Carebara	guineana		valid		
Myrmicinae	Solenopsidini	Carebara	hannya		valid		
Myrmicinae	Solenopsidini	Carebara	hewitti		synonym		
Myrmicinae	Solenopsidini	Carebara	hunanensis		valid		
Myrmicinae	Solenopsidini	Carebara	inca		valid		
Myrmicinae	Solenopsidini	Carebara	incerta		synonym		
Myrmicinae	Solenopsidini	Carebara	incerta		valid		
Myrmicinae	Solenopsidini	Carebara	incierta		valid		
Myrmicinae	Solenopsidini	Carebara	infima		valid		
Myrmicinae	Solenopsidini	Carebara	intermedia		valid		
Myrmicinae	Solenopsidini	Carebara	jacobsoni		valid		
Myrmicinae	Solenopsidini	Carebara	jeanneli		valid		
Myrmicinae	Solenopsidini	Carebara	jiangxiensis		valid		
Myrmicinae	Solenopsidini	Carebara	junodi		valid		
Myrmicinae	Solenopsidini	Carebara	kenyensis		synonym		
Myrmicinae	Solenopsidini	Carebara	khamiensis		valid		
Myrmicinae	Solenopsidini	Carebara	kofana		valid		
Myrmicinae	Solenopsidini	Carebara	lamellifrons		valid		
Myrmicinae	Solenopsidini	Carebara	langi		valid		
Myrmicinae	Solenopsidini	Carebara	latro		valid		
Myrmicinae	Solenopsidini	Carebara	leei		valid		
Myrmicinae	Solenopsidini	Carebara	lignata		valid		
Myrmicinae	Solenopsidini	Carebara	longiceps		valid		
Myrmicinae	Solenopsidini	Carebara	longii		valid		
Myrmicinae	Solenopsidini	Carebara	lucida		valid		
Myrmicinae	Solenopsidini	Carebara	lusciosa		valid		
Myrmicinae	Solenopsidini	Carebara	majeri		valid		
Myrmicinae	Solenopsidini	Carebara	manni		valid		
Myrmicinae	Solenopsidini	Carebara	mayri		valid		
Myrmicinae	Solenopsidini	Carebara	menozzii		valid		
Myrmicinae	Solenopsidini	Carebara	minima		valid		
Myrmicinae	Solenopsidini	Carebara	minuta		valid		
Myrmicinae	Solenopsidini	Carebara	mjobergi		valid		
Myrmicinae	Solenopsidini	Carebara	morai		synonym		
Myrmicinae	Solenopsidini	Carebara	nana		valid		
Myrmicinae	Solenopsidini	Carebara	nayana		valid		
Myrmicinae	Solenopsidini	Carebara	nevermanni		synonym		
Myrmicinae	Solenopsidini	Carebara	nitida		valid		fossil
Myrmicinae	Solenopsidini	Carebara	norfolkensis		valid		
Myrmicinae	Solenopsidini	Carebara	nosindambo		valid		
Myrmicinae	Solenopsidini	Carebara	nuda		valid		
Myrmicinae	Solenopsidini	Carebara	obtusidenta		valid		
Myrmicinae	Solenopsidini	Carebara	octata		valid		
Myrmicinae	Solenopsidini	Carebara	oertzeni		valid		
Myrmicinae	Solenopsidini	Carebara	oertzeni	aeolia	valid		
Myrmicinae	Solenopsidini	Carebara	oni		valid		
Myrmicinae	Solenopsidini	Carebara	osborni		valid		
Myrmicinae	Solenopsidini	Carebara	overbecki		valid		
Myrmicinae	Solenopsidini	Carebara	pachycerus		recombined		
Myrmicinae	Solenopsidini	Carebara	paeta		valid		
Myrmicinae	Solenopsidini	Carebara	panamensis		valid		
Myrmicinae	Solenopsidini	Carebara	parvicornis		synonym		
Myrmicinae	Solenopsidini	Carebara	patrizii		valid		
Myrmicinae	Solenopsidini	Carebara	paya		valid		
Myrmicinae	Solenopsidini	Carebara	perpusilla		valid		
Myrmicinae	Solenopsidini	Carebara	perpusilla	arnoldianus	valid		
Myrmicinae	Solenopsidini	Carebara	perpusilla	concedens	valid		
Myrmicinae	Solenopsidini	Carebara	perpusilla	spinosa	valid		
Myrmicinae	Solenopsidini	Carebara	perpusillus		synonym	Carebara perpusilla	
Myrmicinae	Solenopsidini	Carebara	peruviana		valid		
Myrmicinae	Solenopsidini	Carebara	petulca		valid		
Myrmicinae	Solenopsidini	Carebara	pilosa		valid		
Myrmicinae	Solenopsidini	Carebara	pisinna		valid		
Myrmicinae	Solenopsidini	Carebara	polita		valid		
Myrmicinae	Solenopsidini	Carebara	polita	nicotianae	valid		
Myrmicinae	Solenopsidini	Carebara	politus		synonym	Carebara polita	
Myrmicinae	Solenopsidini	Carebara	polyphemus		valid		
Myrmicinae	Solenopsidini	Carebara	pseudolusciosa		valid		
Myrmicinae	Solenopsidini	Carebara	punctata		valid		
Myrmicinae	Solenopsidini	Carebara	qianliyan		valid		
Myrmicinae	Solenopsidini	Carebara	raja		valid		
Myrmicinae	Solenopsidini	Carebara	rara		valid		
Myrmicinae	Solenopsidini	Carebara	rectidorsa		valid		
Myrmicinae	Solenopsidini	Carebara	reina		valid		
Myrmicinae	Solenopsidini	Carebara	reticapita		valid		
Myrmicinae	Solenopsidini	Carebara	reticulata		valid		
Myrmicinae	Solenopsidini	Carebara	robertsoni		valid		
Myrmicinae	Solenopsidini	Carebara	rothneyi		valid		
Myrmicinae	Solenopsidini	Carebara	rugata		valid		
Myrmicinae	Solenopsidini	Carebara	sangi		valid		
Myrmicinae	Solenopsidini	Carebara	santschii		valid		
Myrmicinae	Solenopsidini	Carebara	sarasinorum		valid		
Myrmicinae	Solenopsidini	Carebara	sarita		valid		
Myrmicinae	Solenopsidini	Carebara	satana		valid		
Myrmicinae	Solenopsidini	Carebara	sauteri		valid		
Myrmicinae	Solenopsidini	Carebara	semilaevis		valid		
Myrmicinae	Solenopsidini	Carebara	semistriata		synonym		
Myrmicinae	Solenopsidini	Carebara	sicheli		valid		
Myrmicinae	Solenopsidini	Carebara	silvestrii		homonym		
Myrmicinae	Solenopsidini	Carebara	silvestrii		synonym		
Myrmicinae	Solenopsidini	Carebara	silvestrii		valid		
Myrmicinae	Solenopsidini	Carebara	simalurensis		valid		
Myrmicinae	Solenopsidini	Carebara	similis		valid		
Myrmicinae	Solenopsidini	Carebara	sodalis		valid		
Myrmicinae	Solenopsidini	Carebara	sophiae		valid		fossil
Myrmicinae	Solenopsidini	Carebara	stenoptera		valid		
Myrmicinae	Solenopsidini	Carebara	striata		homonym		
Myrmicinae	Solenopsidini	Carebara	striata		valid		
Myrmicinae	Solenopsidini	Carebara	sublatro		valid		
Myrmicinae	Solenopsidini	Carebara	subreptor		valid		
Myrmicinae	Solenopsidini	Carebara	sudanensis		valid		
Myrmicinae	Solenopsidini	Carebara	sudanica		valid		
Myrmicinae	Solenopsidini	Carebara	sundaica		valid		
Myrmicinae	Solenopsidini	Carebara	tahitiensis		valid		
Myrmicinae	Solenopsidini	Carebara	taiponica		valid		
Myrmicinae	Solenopsidini	Carebara	taprobanae		valid		
Myrmicinae	Solenopsidini	Carebara	tenua		valid		
Myrmicinae	Solenopsidini	Carebara	termitolestes		valid		
Myrmicinae	Solenopsidini	Carebara	thoracica		valid		
Myrmicinae	Solenopsidini	Carebara	thorali		valid		fossil
Myrmicinae	Solenopsidini	Carebara	traegaordhi		valid		
Myrmicinae	Solenopsidini	Carebara	ucrainica		valid		fossil
Myrmicinae	Solenopsidini	Carebara	ugandana		valid		
Myrmicinae	Solenopsidini	Carebara	urichi		valid		
Myrmicinae	Solenopsidini	Carebara	vidua		valid		
Myrmicinae	Solenopsidini	Carebara	vidua	fur	valid		
Myrmicinae	Solenopsidini	Carebara	viehmeyeri		valid		
Myrmicinae	Solenopsidini	Carebara	villiersi		valid		
Myrmicinae	Solenopsidini	Carebara	voeltzkowi		valid		
Myrmicinae	Solenopsidini	Carebara	vorax		valid		
Myrmicinae	Solenopsidini	Carebara	weyeri		valid		
Myrmicinae	Solenopsidini	Carebara	wheeleri		valid		
Myrmicinae	Solenopsidini	Carebara	winifredae		synonym		
Myrmicinae	Solenopsidini	Carebara	wroughtonii		valid		
Myrmicinae	Solenopsidini	Carebara	yamatonis		valid		
Myrmicinae	Solenopsidini	Carebarella	alvarengai		valid		
Myrmicinae	Solenopsidini	Carebarella	bicolor		valid		
Myrmicinae	Solenopsidini	Carebarella	condei		valid		
Myrmicinae	Solenopsidini	Carebarella	punctatorugosa		synonym		
Myrmicinae	Solenopsidini	Diplomorium	cotterelli		recombined		
Myrmicinae	Solenopsidini	Diplomorium	longipenne		valid		
Myrmicinae	Solenopsidini	Diplomorium	lujae		recombined		
Myrmicinae	Solenopsidini	Diplomorium	saharensis		recombined		
Myrmicinae	Solenopsidini	Dolopomyrmex	pilatus		valid		
Myrmicinae	Solenopsidini	Formosimyrma	lanuyensis		valid		
Myrmicinae	Solenopsidini	Hypopomyrmex	bombiccii		valid		fossil
Myrmicinae	Solenopsidini	Machomyrma	dispar		valid		
Myrmicinae	Solenopsidini	Machomyrma	silvestrii		recombined		
Myrmicinae	Solenopsidini	Mayriella	abstinens		valid		
Myrmicinae	Solenopsidini	Mayriella	ebbei		valid		
Myrmicinae	Solenopsidini	Mayriella	granulata		valid		
Myrmicinae	Solenopsidini	Mayriella	hackeri		synonym		
Myrmicinae	Solenopsidini	Mayriella	occidua		valid		
Myrmicinae	Solenopsidini	Mayriella	overbecki		valid		
Myrmicinae	Solenopsidini	Mayriella	sharpi		valid		
Myrmicinae	Solenopsidini	Mayriella	spinosior		valid		
Myrmicinae	Solenopsidini	Mayriella	transfuga		valid		
Myrmicinae	Solenopsidini	Mayriella	venustula		synonym		
Myrmicinae	Solenopsidini	Mayriella	warchalowskii		valid		
Myrmicinae	Solenopsidini	Megalomyrmex	acauna		valid		
Myrmicinae	Solenopsidini	Megalomyrmex	adamsae		valid		
Myrmicinae	Solenopsidini	Megalomyrmex	ayri		valid		
Myrmicinae	Solenopsidini	Megalomyrmex	balzani		valid		
Myrmicinae	Solenopsidini	Megalomyrmex	bicolor		recombined		
Myrmicinae	Solenopsidini	Megalomyrmex	bidentatus		valid		
Myrmicinae	Solenopsidini	Megalomyrmex	bituberculatus		unidentifiable		
Myrmicinae	Solenopsidini	Megalomyrmex	brasiliensis		synonym		
Myrmicinae	Solenopsidini	Megalomyrmex	caete		valid		
Myrmicinae	Solenopsidini	Megalomyrmex	cuatiara		valid		
Myrmicinae	Solenopsidini	Megalomyrmex	cupecuara		valid		
Myrmicinae	Solenopsidini	Megalomyrmex	cyendyra		valid		
Myrmicinae	Solenopsidini	Megalomyrmex	drifti		valid		
Myrmicinae	Solenopsidini	Megalomyrmex	duckei		synonym		
Myrmicinae	Solenopsidini	Megalomyrmex	emeryi		valid		
Myrmicinae	Solenopsidini	Megalomyrmex	foreli		valid		
Myrmicinae	Solenopsidini	Megalomyrmex	glaesarius		valid		
Myrmicinae	Solenopsidini	Megalomyrmex	gnomus		valid		
Myrmicinae	Solenopsidini	Megalomyrmex	goeldii		valid		
Myrmicinae	Solenopsidini	Megalomyrmex	humilis		recombined		
Myrmicinae	Solenopsidini	Megalomyrmex	iheringi		valid		
Myrmicinae	Solenopsidini	Megalomyrmex	incisus		valid		
Myrmicinae	Solenopsidini	Megalomyrmex	langi		synonym		
Myrmicinae	Solenopsidini	Megalomyrmex	latreillei		synonym		
Myrmicinae	Solenopsidini	Megalomyrmex	leoninus		valid		
Myrmicinae	Solenopsidini	Megalomyrmex	miri		valid		
Myrmicinae	Solenopsidini	Megalomyrmex	misionensis		synonym		
Myrmicinae	Solenopsidini	Megalomyrmex	modestus		valid		
Myrmicinae	Solenopsidini	Megalomyrmex	mondabora		valid		
Myrmicinae	Solenopsidini	Megalomyrmex	mondaboroides		valid		
Myrmicinae	Solenopsidini	Megalomyrmex	myops		valid		
Myrmicinae	Solenopsidini	Megalomyrmex	nasutus		synonym		
Myrmicinae	Solenopsidini	Megalomyrmex	nocarina		valid		
Myrmicinae	Solenopsidini	Megalomyrmex	pacova		valid		
Myrmicinae	Solenopsidini	Megalomyrmex	piriana		valid		
Myrmicinae	Solenopsidini	Megalomyrmex	poatan		valid		
Myrmicinae	Solenopsidini	Megalomyrmex	pusillus		valid		
Myrmicinae	Solenopsidini	Megalomyrmex	reina		valid		
Myrmicinae	Solenopsidini	Megalomyrmex	silvestrii		valid		
Myrmicinae	Solenopsidini	Megalomyrmex	sjostedti		synonym		
Myrmicinae	Solenopsidini	Megalomyrmex	staudingeri		valid		
Myrmicinae	Solenopsidini	Megalomyrmex	symmetochus		valid		
Myrmicinae	Solenopsidini	Megalomyrmex	tasyba		valid		
Myrmicinae	Solenopsidini	Megalomyrmex	timbira		valid		
Myrmicinae	Solenopsidini	Megalomyrmex	wallacei		valid		
Myrmicinae	Solenopsidini	Megalomyrmex	wettereri		valid		
Myrmicinae	Solenopsidini	Megalomyrmex	weyrauchi		valid		
Myrmicinae	Solenopsidini	Megalomyrmex	wheeleri		synonym		
Myrmicinae	Solenopsidini	Monomorium	abeillei		valid		
Myrmicinae	Solenopsidini	Monomorium	aberrans		valid		
Myrmicinae	Solenopsidini	Monomorium	abyssinicum		valid		
Myrmicinae	Solenopsidini	Monomorium	acutinode		valid		
Myrmicinae	Solenopsidini	Monomorium	adiastolon		valid		
Myrmicinae	Solenopsidini	Monomorium	adoneum		synonym		
Myrmicinae	Solenopsidini	Monomorium	adulatrix		synonym		
Myrmicinae	Solenopsidini	Monomorium	advena		valid		
Myrmicinae	Solenopsidini	Monomorium	aequatoriale		synonym		
Myrmicinae	Solenopsidini	Monomorium	aequum		synonym		
Myrmicinae	Solenopsidini	Monomorium	aeyade		valid		
Myrmicinae	Solenopsidini	Monomorium	affabile		valid		
Myrmicinae	Solenopsidini	Monomorium	africanum		unavailable		
Myrmicinae	Solenopsidini	Monomorium	afrum		valid		
Myrmicinae	Solenopsidini	Monomorium	aithoderum		valid		
Myrmicinae	Solenopsidini	Monomorium	ajjer		homonym		
Myrmicinae	Solenopsidini	Monomorium	alamarum		valid		
Myrmicinae	Solenopsidini	Monomorium	albipes		valid		
Myrmicinae	Solenopsidini	Monomorium	albopilosum		valid		
Myrmicinae	Solenopsidini	Monomorium	algiricum		valid		
Myrmicinae	Solenopsidini	Monomorium	altinode		homonym		
Myrmicinae	Solenopsidini	Monomorium	altinode		valid		
Myrmicinae	Solenopsidini	Monomorium	amblyops		recombined		
Myrmicinae	Solenopsidini	Monomorium	anceps		valid		
Myrmicinae	Solenopsidini	Monomorium	anderseni		valid		
Myrmicinae	Solenopsidini	Monomorium	andrei		homonym		
Myrmicinae	Solenopsidini	Monomorium	andrei		valid		
Myrmicinae	Solenopsidini	Monomorium	andrei	bernardi	valid		
Myrmicinae	Solenopsidini	Monomorium	andrei	fur	valid		
Myrmicinae	Solenopsidini	Monomorium	andrei	furunculum	valid		
Myrmicinae	Solenopsidini	Monomorium	angusticlava		synonym		
Myrmicinae	Solenopsidini	Monomorium	angustinode		valid		
Myrmicinae	Solenopsidini	Monomorium	annamense		valid		
Myrmicinae	Solenopsidini	Monomorium	antarcticum		valid		
Myrmicinae	Solenopsidini	Monomorium	anthracinum		valid		
Myrmicinae	Solenopsidini	Monomorium	antiguensis		synonym		
Myrmicinae	Solenopsidini	Monomorium	antipodum		valid		
Myrmicinae	Solenopsidini	Monomorium	aper		valid		
Myrmicinae	Solenopsidini	Monomorium	aper	dubium	valid		
Myrmicinae	Solenopsidini	Monomorium	apuleii		synonym		
Myrmicinae	Solenopsidini	Monomorium	arboreum		valid		
Myrmicinae	Solenopsidini	Monomorium	arenarium		unavailable		
Myrmicinae	Solenopsidini	Monomorium	arenarium		valid		
Myrmicinae	Solenopsidini	Monomorium	areniphilum		valid		
Myrmicinae	Solenopsidini	Monomorium	armstrongi		synonym		
Myrmicinae	Solenopsidini	Monomorium	arnoldi		homonym		
Myrmicinae	Solenopsidini	Monomorium	arnoldi		valid		
Myrmicinae	Solenopsidini	Monomorium	asiriense		valid		
Myrmicinae	Solenopsidini	Monomorium	asmarensis		synonym		
Myrmicinae	Solenopsidini	Monomorium	atomaria		synonym		
Myrmicinae	Solenopsidini	Monomorium	atomum		valid		
Myrmicinae	Solenopsidini	Monomorium	atomum	aharonii	valid		
Myrmicinae	Solenopsidini	Monomorium	atomum	cooperi	valid		
Myrmicinae	Solenopsidini	Monomorium	atomum	integrium	valid		
Myrmicinae	Solenopsidini	Monomorium	atomum	procax	valid		
Myrmicinae	Solenopsidini	Monomorium	atomus		synonym	Monomorium atomum	
Myrmicinae	Solenopsidini	Monomorium	atra		synonym		
Myrmicinae	Solenopsidini	Monomorium	atrata		synonym		
Myrmicinae	Solenopsidini	Monomorium	aureorugosum		valid		
Myrmicinae	Solenopsidini	Monomorium	australe		valid		
Myrmicinae	Solenopsidini	Monomorium	australicum		valid		
Myrmicinae	Solenopsidini	Monomorium	baal		valid		
Myrmicinae	Solenopsidini	Monomorium	balathir		valid		
Myrmicinae	Solenopsidini	Monomorium	banksi		valid		
Myrmicinae	Solenopsidini	Monomorium	barbatulum		valid		
Myrmicinae	Solenopsidini	Monomorium	barretti		synonym		
Myrmicinae	Solenopsidini	Monomorium	basalis		synonym		
Myrmicinae	Solenopsidini	Monomorium	baushare		valid		
Myrmicinae	Solenopsidini	Monomorium	belli		unavailable		
Myrmicinae	Solenopsidini	Monomorium	bequaerti		valid		
Myrmicinae	Solenopsidini	Monomorium	bevisi		valid		
Myrmicinae	Solenopsidini	Monomorium	bicolor		synonym		
Myrmicinae	Solenopsidini	Monomorium	bicolor		valid		
Myrmicinae	Solenopsidini	Monomorium	bicolor	judaicum	valid		
Myrmicinae	Solenopsidini	Monomorium	bicorne		valid		
Myrmicinae	Solenopsidini	Monomorium	bidentata		unidentifiable		
Myrmicinae	Solenopsidini	Monomorium	bidentatum		unresolved homonym		
Myrmicinae	Solenopsidini	Monomorium	bifidoclypeatum		valid		
Myrmicinae	Solenopsidini	Monomorium	bifidum		valid		
Myrmicinae	Solenopsidini	Monomorium	bihamatum		valid		
Myrmicinae	Solenopsidini	Monomorium	bimaculatoides		unavailable		
Myrmicinae	Solenopsidini	Monomorium	bimaculatum		unavailable		
Myrmicinae	Solenopsidini	Monomorium	bimaculatum		valid		
Myrmicinae	Solenopsidini	Monomorium	binatu		synonym		
Myrmicinae	Solenopsidini	Monomorium	biroi		homonym		
Myrmicinae	Solenopsidini	Monomorium	biroi		valid		
Myrmicinae	Solenopsidini	Monomorium	biroianum		valid		
Myrmicinae	Solenopsidini	Monomorium	bodenheimeri		valid		
Myrmicinae	Solenopsidini	Monomorium	boerorum		homonym		
Myrmicinae	Solenopsidini	Monomorium	boerorum		valid		
Myrmicinae	Solenopsidini	Monomorium	bogischi		synonym		
Myrmicinae	Solenopsidini	Monomorium	boltoni		valid		
Myrmicinae	Solenopsidini	Monomorium	bondroiti		synonym		
Myrmicinae	Solenopsidini	Monomorium	borlei		valid		
Myrmicinae	Solenopsidini	Monomorium	brachythrix		valid		
Myrmicinae	Solenopsidini	Monomorium	brasiliense		valid		
Myrmicinae	Solenopsidini	Monomorium	braunsi		valid		
Myrmicinae	Solenopsidini	Monomorium	brevicorne		recombined		
Myrmicinae	Solenopsidini	Monomorium	brocha		valid		
Myrmicinae	Solenopsidini	Monomorium	broomense		synonym		
Myrmicinae	Solenopsidini	Monomorium	bruneum		synonym		
Myrmicinae	Solenopsidini	Monomorium	brunneolucidulum		valid		
Myrmicinae	Solenopsidini	Monomorium	buettikeri		valid		
Myrmicinae	Solenopsidini	Monomorium	bulawayense		homonym		
Myrmicinae	Solenopsidini	Monomorium	bulawayensis		synonym		
Myrmicinae	Solenopsidini	Monomorium	burchera		valid		
Myrmicinae	Solenopsidini	Monomorium	butteli		valid		
Myrmicinae	Solenopsidini	Monomorium	butteli	demochrum	valid		
Myrmicinae	Solenopsidini	Monomorium	buxtoni		valid		
Myrmicinae	Solenopsidini	Monomorium	cabrerae		synonym		
Myrmicinae	Solenopsidini	Monomorium	capito		valid		
Myrmicinae	Solenopsidini	Monomorium	captator		valid		
Myrmicinae	Solenopsidini	Monomorium	carbo		valid		
Myrmicinae	Solenopsidini	Monomorium	carbonarium		valid		
Myrmicinae	Solenopsidini	Monomorium	carinatum		valid		
Myrmicinae	Solenopsidini	Monomorium	castaneum		valid		
Myrmicinae	Solenopsidini	Monomorium	cekalovici		valid		
Myrmicinae	Solenopsidini	Monomorium	centrale		valid		
Myrmicinae	Solenopsidini	Monomorium	chilense		valid		
Myrmicinae	Solenopsidini	Monomorium	chinense		valid		
Myrmicinae	Solenopsidini	Monomorium	chnodes		valid		
Myrmicinae	Solenopsidini	Monomorium	chobauti		valid		
Myrmicinae	Solenopsidini	Monomorium	chobauti	ajjer	valid		
Myrmicinae	Solenopsidini	Monomorium	cinctum		synonym		
Myrmicinae	Solenopsidini	Monomorium	cinnabari		synonym		
Myrmicinae	Solenopsidini	Monomorium	clarinode		valid		
Myrmicinae	Solenopsidini	Monomorium	clarithorax		synonym		
Myrmicinae	Solenopsidini	Monomorium	clarus		synonym		
Myrmicinae	Solenopsidini	Monomorium	claveaui		unavailable		
Myrmicinae	Solenopsidini	Monomorium	clavicorne		valid		
Myrmicinae	Solenopsidini	Monomorium	clavicorne	punicum	valid		
Myrmicinae	Solenopsidini	Monomorium	coecum		recombined		
Myrmicinae	Solenopsidini	Monomorium	coerulescens		synonym		
Myrmicinae	Solenopsidini	Monomorium	compressum		valid		
Myrmicinae	Solenopsidini	Monomorium	concolor		valid		
Myrmicinae	Solenopsidini	Monomorium	contigua		synonym		
Myrmicinae	Solenopsidini	Monomorium	cotterelli		synonym		
Myrmicinae	Solenopsidini	Monomorium	crawleyi		valid		
Myrmicinae	Solenopsidini	Monomorium	creticum		valid		
Myrmicinae	Solenopsidini	Monomorium	creticus		synonym		
Myrmicinae	Solenopsidini	Monomorium	criniceps		valid		
Myrmicinae	Solenopsidini	Monomorium	crinicipitoscabriceps		synonym		
Myrmicinae	Solenopsidini	Monomorium	crinitum		valid		
Myrmicinae	Solenopsidini	Monomorium	cristatum		recombined		
Myrmicinae	Solenopsidini	Monomorium	croceiventre		valid		
Myrmicinae	Solenopsidini	Monomorium	cryptobium		valid		
Myrmicinae	Solenopsidini	Monomorium	cupidum		unavailable		
Myrmicinae	Solenopsidini	Monomorium	cyaneum		valid		
Myrmicinae	Solenopsidini	Monomorium	dakarense		valid		
Myrmicinae	Solenopsidini	Monomorium	damarense		valid		
Myrmicinae	Solenopsidini	Monomorium	dammame		valid		
Myrmicinae	Solenopsidini	Monomorium	debilis		synonym		
Myrmicinae	Solenopsidini	Monomorium	decamerum		recombined		
Myrmicinae	Solenopsidini	Monomorium	decuria		valid		
Myrmicinae	Solenopsidini	Monomorium	delabiei		valid		
Myrmicinae	Solenopsidini	Monomorium	delagoense		valid		
Myrmicinae	Solenopsidini	Monomorium	demisum		valid		
Myrmicinae	Solenopsidini	Monomorium	dentatum		valid		
Myrmicinae	Solenopsidini	Monomorium	denticulatum		valid		
Myrmicinae	Solenopsidini	Monomorium	denticulum		valid		
Myrmicinae	Solenopsidini	Monomorium	dentigerum		valid		
Myrmicinae	Solenopsidini	Monomorium	desertorum		valid		
Myrmicinae	Solenopsidini	Monomorium	despecta		synonym		
Myrmicinae	Solenopsidini	Monomorium	destructor		valid		
Myrmicinae	Solenopsidini	Monomorium	dichroum		valid		
Myrmicinae	Solenopsidini	Monomorium	dictator		valid		
Myrmicinae	Solenopsidini	Monomorium	dilatatum		valid		
Myrmicinae	Solenopsidini	Monomorium	dirie		valid		
Myrmicinae	Solenopsidini	Monomorium	disertum		valid		
Myrmicinae	Solenopsidini	Monomorium	disetigerum		valid		
Myrmicinae	Solenopsidini	Monomorium	disoriente		valid		
Myrmicinae	Solenopsidini	Monomorium	dispar		synonym		
Myrmicinae	Solenopsidini	Monomorium	distinctum		synonym		
Myrmicinae	Solenopsidini	Monomorium	doddi		synonym		
Myrmicinae	Solenopsidini	Monomorium	dolatu		valid		
Myrmicinae	Solenopsidini	Monomorium	dolichops		synonym		
Myrmicinae	Solenopsidini	Monomorium	domestica		synonym		
Myrmicinae	Solenopsidini	Monomorium	donisthorpei		synonym		
Myrmicinae	Solenopsidini	Monomorium	draculai		valid		
Myrmicinae	Solenopsidini	Monomorium	drapenum		valid		
Myrmicinae	Solenopsidini	Monomorium	draxocum		valid		
Myrmicinae	Solenopsidini	Monomorium	dryhimi		valid		
Myrmicinae	Solenopsidini	Monomorium	durokoppinense		valid		
Myrmicinae	Solenopsidini	Monomorium	ebangaense		valid		
Myrmicinae	Solenopsidini	Monomorium	ebeninum		valid		
Myrmicinae	Solenopsidini	Monomorium	ebraicum		synonym		
Myrmicinae	Solenopsidini	Monomorium	edentatum		valid		
Myrmicinae	Solenopsidini	Monomorium	effractor		valid		
Myrmicinae	Solenopsidini	Monomorium	egens		valid		
Myrmicinae	Solenopsidini	Monomorium	elegantulum		valid		
Myrmicinae	Solenopsidini	Monomorium	elgonense		valid		
Myrmicinae	Solenopsidini	Monomorium	elongatum		valid		
Myrmicinae	Solenopsidini	Monomorium	emarginatum		valid		
Myrmicinae	Solenopsidini	Monomorium	emersoni		synonym		
Myrmicinae	Solenopsidini	Monomorium	emeryi		valid		
Myrmicinae	Solenopsidini	Monomorium	emeryi	laevior	valid		
Myrmicinae	Solenopsidini	Monomorium	epinotale		valid		
Myrmicinae	Solenopsidini	Monomorium	eremophilum		valid		
Myrmicinae	Solenopsidini	Monomorium	ergatogyna		valid		
Myrmicinae	Solenopsidini	Monomorium	esharre		valid		
Myrmicinae	Solenopsidini	Monomorium	estherae		synonym		
Myrmicinae	Solenopsidini	Monomorium	euryodon		valid		
Myrmicinae	Solenopsidini	Monomorium	evansi		valid		
Myrmicinae	Solenopsidini	Monomorium	excelsior		valid		
Myrmicinae	Solenopsidini	Monomorium	excensurae		valid		
Myrmicinae	Solenopsidini	Monomorium	exchao		synonym		
Myrmicinae	Solenopsidini	Monomorium	exiguum		valid		
Myrmicinae	Solenopsidini	Monomorium	explorator		synonym		
Myrmicinae	Solenopsidini	Monomorium	extreminigrum		synonym		
Myrmicinae	Solenopsidini	Monomorium	faf		synonym		
Myrmicinae	Solenopsidini	Monomorium	falcatum		valid		
Myrmicinae	Solenopsidini	Monomorium	fasciatum		valid		
Myrmicinae	Solenopsidini	Monomorium	fastidium		valid		
Myrmicinae	Solenopsidini	Monomorium	faurei		synonym		
Myrmicinae	Solenopsidini	Monomorium	fayfaense		valid		
Myrmicinae	Solenopsidini	Monomorium	ferodens		valid		
Myrmicinae	Solenopsidini	Monomorium	fezzanense		unavailable		
Myrmicinae	Solenopsidini	Monomorium	fezzanense		valid		
Myrmicinae	Solenopsidini	Monomorium	fieldi		valid		
Myrmicinae	Solenopsidini	Monomorium	fingo		synonym		
Myrmicinae	Solenopsidini	Monomorium	firmum		valid		
Myrmicinae	Solenopsidini	Monomorium	fisheri		valid		
Myrmicinae	Solenopsidini	Monomorium	flavescens		synonym		
Myrmicinae	Solenopsidini	Monomorium	flavimembra		valid		
Myrmicinae	Solenopsidini	Monomorium	flavipes		synonym		
Myrmicinae	Solenopsidini	Monomorium	flavonigrum		valid		
Myrmicinae	Solenopsidini	Monomorium	flavum		valid		
Myrmicinae	Solenopsidini	Monomorium	floreanum		synonym		
